Title,Year,Google_Users,Google user ratings,movie description
Grease,1978,"['87% liked this film', 'Google users']","['4.6', '839 ratings']","['Description', 'While vacationing in Australia, Danny and Sandy indulge in a passionate love affair with each other. They part ways believing they will not see each other again but fate has other plans.']"
Toy Story,1995,"['91% liked this film', 'Google users']","['4.6', '1392 ratings']","['Description', ""Andy's favourite toy, Woody, is worried that after Andy receives his birthday gift, a new toy called Buzz Lightyear, his importance may get reduced. He thus hatches a plan to eliminate Buzz.""]"
Solo: A Star Wars Story,2018,"['83% liked this film', 'Google users']","['3.9', '1261 ratings']","['Description', 'In a galaxy where hyperfuel is in high demand, Han Solo gets involved in a large-scale heist within the criminal underworld and meets individuals who change his life.']"
The Wolf of Wall Street,2013,"['92% liked this film', 'Google users']","['4.5', '2622 ratings']","['Description', 'Introduced to life in the fast lane through stockbroking, Jordan Belfort takes a hit after a Wall Street crash. He teams up with Donnie Azoff, cheating his way to the top as his relationships slide.']"
Superman Returns,2006,"['65% liked this film', 'Google users']","['4.0', '307 ratings']","['Description', 'Upon his return to Earth, Superman must deal with heartbreak and put his powers to test once again to stop his greatest arch-nemesis, Lex Luthor, from gaining complete control of the world.']"
Robin Hood: Prince of Thieves,1991,"['88% liked this film', 'Google users']","['4.3', '157 ratings']","['Description', ""Robin decides to avenge his father who was murdered by Sheriff Nottingham. He joins forces with Little John's band of thieves to overcome the evils of the sheriff.""]"
Indiana Jones and the Raiders of the Lost Ark,1981,"['92% liked this film', 'Google users']","['4.1', '950 ratings']","['Description', 'Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.']"
Independence Day: Resurgence,2016,"['73% liked this film', 'Google users']","['3.0', '543 ratings']","['Description', 'Twenty years after an alien invasion, the Earth is again attacked by the same species. This time, a few fearless men and women take on the responsibility to save the planet.']"
Live Free or Die Hard,2007,"['87% liked this film', 'Google users']","['4.3', '171 ratings']","['Description', ""The Director of FBI's Cyber Crime Division assigns John McClane the task of tracking down a hacker. John ends up working with Thomas, an ethical hacker who helps him deal with the cyber criminals.""]"
Monster Hunt,2015,"['84% liked this film', 'Google users']","['4.6', '85 ratings']","['Description', 'When a monster queen gives birth to a cute prince, the child faces an immediate threat from other fantastic creatures and the humans who hunt them.']"
Godzilla: King of the Monsters,2019,"['88% liked this film', 'Google users']","['4.3', '3797 ratings']","['Description', 'The members of Monarch, a crypto-zoological organisation, must rely on Godzilla and Mothra to defeat King Ghidorah and Rodan, after the former awakens other dormant Titans to destroy the world.']"
Home,2015,"['83% liked this film', 'Google users']","['4.6', '1439 ratings']","['Description', 'Oh, a loveable misfit alien who is on the run from his own alien race, takes shelter on planet Earth and befriends Tip, an adventurous young girl who is on a quest to find her displaced mother Lucy.']"
Star Trek,2009,"['89% liked this film', 'Google users']","['4.5', '385 ratings']","['Description', 'James Kirk, a brash young man, and Spock, an alien with human and Vulcan blood, join the crew of the USS Enterprise to combat Nero, a member of the Romulan race who wants to destroy multiple planets.']"
1917,2019,"['92% liked this film', 'Google users']","['4.4', '13154 ratings']","['Description', 'Two soldiers, assigned the task of delivering a critical message to another battalion, risk their lives for the job in order to prevent them from stepping right into a deadly ambush.']"
Happy Feet,2006,"['80% liked this film', 'Google users']","['4.2', '284 ratings']","['Description', 'Unlike other penguins, Mumble is a gifted tap dancer, which earns him the wrath of the elders of his clan, who send him in exile. Mumble then befriends the Amigos, who help him rediscover himself.']"
Cars 3,2017,"['85% liked this film', 'Google users']","['4.0', '1093 ratings']","['Description', 'Lighting McQueen, a legendary racer, is overcome by new generation racers. He sets out to prove that he is the best racer in the world with the help of Cruz Ramirez.']"
Ice Age,2002,"['88% liked this film', 'Google users']","['4.6', '833 ratings']","['Description', 'Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.']"
Back to the Future,1985,"['95% liked this film', 'Google users']","['4.9', '2784 ratings']","['Description', ""Marty travels back in time using an eccentric scientist's time machine. However, he must make his high-school-aged parents fall in love in order to return to the present.""]"
Fifty Shades Darker,2017,"['79% liked this film', 'Google users']","['4.4', '602 ratings']","['Description', ""Christian Grey starts getting nightmares after Anastasia Steele leaves him. While he tries to get her back into his life, Jack Hyde, Ana's editor, and Leila, a former submissive, create problems.""]"
Monsters vs. Aliens,2009,"['79% liked this film', 'Google users']","['4.3', '322 ratings']","['Description', 'After getting hit by a meteorite, Susan Murphy turns into a giant on her wedding day. She is then made a part of the monster team to defeat an evil alien named Gallaxhar from destroying the earth.']"
Black Widow,2021,"['88% liked this film', 'Google users']","['4.1', '17390 ratings']","['Description', 'Natasha Romanoff, a former KGB spy, is shocked to find out that her ex handler, General Dreykov, is still alive. While evading capture by Taskmaster, she is forced to confront her dark past.']"
Godzilla,1998,"['70% liked this film', 'Google users']","['3.5', '620 ratings']","['Description', 'A giant, mutated lizard goes on a rampage across New York City after attacking a freighter in the Pacific. The disastrous event brings together a team of unlikely heroes who must save the day.']"
True Lies,1994,"['92% liked this film', 'Google users']","['4.5', '237 ratings']","['Description', ""A secret agent's life takes a shocking turn when he learns about his wife's extramarital affair. He must now not only save the world but also save his own marriage.""]"
Slumdog Millionaire,2008,"['93% liked this film', 'Google users']","['4.7', '996 ratings']","['Description', ""A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers.""]"
Taken 2,2012,"['87% liked this film', 'Google users']","['4.3', '194 ratings']","['Description', 'Bryan Mills, a former CIA agent, and his ex-wife, Lenore, are taken hostage by a ruthless gang in Albania. However, his daughter Kim helps Bryan break free and rescue Lenore.']"
G.I. Joe: Retaliation,2013,"['70% liked this film', 'Google users']","['4.2', '192 ratings']","['Description', 'The Joes are declared traitors by Zartan, and the Cobra Commander now has all the world leaders under his control. With nowhere to go, the remaining Joes turn to their original leader, General Colton.']"
Mad Max: Fury Road,2015,"['92% liked this film', 'Google users']","['4.6', '1958 ratings']","['Release date', ': ', '14 May 2015 (', 'Australia', ')']"
Spider-Man: Into the Spider-Verse,2018,['Did you like this film?'],"['4.8', '4795 ratings']","['Description', 'After gaining superpowers from a spider bite, Miles Morales protects the city as Spider-Man. Soon, he meets alternate versions of himself and gets embroiled in an epic battle to save the multiverse.']"
Shark Tale,2004,"['74% liked this film', 'Google users']",[],"['Description', 'Oscar, a fast-talking fish, becomes an overnight sensation when he lies about having killed a shark. However, he soon begins to suffer the consequences of his deceptive actions.']"
Once Upon a Time... In Hollywood,2019,['Did you like this film?'],"['3.2', '9908 ratings']","['Description', 'Rick, a washed-out actor, and Cliff, his stunt double, struggle to recapture fame and success in 1960s Los Angeles. Meanwhile, living next door to Rick is Sharon Tate and her husband Roman Polanski.']"
What Women Want,2000,['Did you like this film?'],[],"['Description', ""Smooth-talking advertising executive Nick Marshall's life changes when an accident gives him the ability to hear what women are thinking.""]"
The Adventures of Tintin,2011,"['86% liked this film', 'Google users']","['4.7', '624 ratings']","['Description', 'Tintin, a young reporter, buys the model of a ship and is intrigued when his dog shows him a scroll after the toy breaks. He tells Captain Haddock and they embark on an adventure to find a shipwreck.']"
