Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
Storks,2016,0.77,0.86,360.0,Storks leave behind the baby-delivering days and deliver packages instead. Trouble ensues when Tulip accidentally creates a baby after reading Nate's letter.,0.6799999999999999,0.65,0.56,Storks-2016
Paul Blart: Mall Cop,2009,0.84,0.9,282.0,"Paul, a single dad who makes ends meet by working as a security guard at a mall, must save the day after thieves, dressed as Santa's employees, take over the mall.",0.52,0.34,,Paul Blart: Mall Cop-2009
Wayne's World,1992,0.86,0.9,144.0,"Wayne and Garth own a public access TV show and cannot believe their luck when a local station decides to hire them. Soon, they find out that their show is no longer the same.",0.7,0.78,,Wayne's World-1992
Maverick,1994,0.8,0.8800000000000001,74.0,Maverick is a gambler who needs an additional three thousand dollars to enter a Winner Take All poker game. He joins forces with a woman gambler and they both try their best to enter the game.,0.7,0.66,0.62,Maverick-1994
Mirror Mirror,2012,0.82,0.86,296.0,"When Snow White's evil stepmother takes over her kingdom and banishes her to the woods, she is forced to team up with a group of seven unruly dwarfs to take back what is rightfully hers.",0.5599999999999999,0.5,,Mirror Mirror-2012
The Man in the Iron Mask,1998,0.9,0.9199999999999999,217.0,"In 17th-century France, the four musketeers devise a plan to replace the widely hated King Louis XIV with a twin brother who has been imprisoned for the past six years with an iron mask on his face.",0.65,0.32,0.48,The Man in the Iron Mask-1998
Cape Fear,1991,0.86,0.82,227.0,"After serving a 14-year prison sentence for raping a young woman, Max stalks Sam, his defence lawyer, and his family to take revenge for concealing evidence that was in his favour during the trial.",0.73,0.74,,Cape Fear-1991
The Haunted Mansion,2003,0.8,0.8800000000000001,163.0,"A couple decides to visit a mansion that Edward Gracey wants to sell. However, they soon discover that the property is haunted by evil spirits.",0.51,0.13,0.34,The Haunted Mansion-2003
The Monkey King Havoc in Heavens Palace,2014,0.75,0.82,52.0,"Born out of the sacrifice made by Goddess Nuwa, the mischievous Monkey King challenges the Jade Emperor, giving him the opportunity to wage war on heaven.",0.49000000000000005,,,The Monkey King Havoc in Heavens Palace-2014
While You Were Sleeping,1995,0.87,0.96,179.0,"Lonely transit worker Lucy Eleanor Moderatz (Sandra Bullock) pulls her longtime crush, Peter (Peter Gallagher), from the path of an oncoming train. At the hospital, doctors report that he's in a coma, and a misplaced comment from Lucy causes Peter's family to assume that she is his fiancée. When Luc",0.67,0.81,,While You Were Sleeping-1995
The Bridges of Madison County,1995,0.89,0.96,476.0,Francesca's typical married life takes a positive turn when she decides to help new-in-town Robert to discover Iowa. Her short-term romance with him helps her jot down an unforgettable anecdote.,0.76,0.9,,The Bridges of Madison County-1995
Poseidon,2006,0.76,0.76,378.0,"On New Year's Eve, a giant wave crashes into Poseidon, a luxurious cruise liner, and flips it upside down. As the ship begins to sink, the passengers struggle to find a way to survive.",0.5700000000000001,0.33,,Poseidon-2006
The First Wives Club,1996,0.88,0.9,115.0,"When three wives are dumped by their respective husbands for younger models, they set out to seek their revenge against them.",0.64,0.49,,The First Wives Club-1996
Scooby-Doo 2: Monsters Unleashed,2004,0.86,0.9400000000000001,354.0,"The Mystery Inc. team is invited at the grand opening of the Coolsville Museum of Criminology, displaying costumes of the monsters. However, a masked man creates havoc by stealing those costumes.",0.51,0.22,,Scooby-Doo 2: Monsters Unleashed-2004
Hot Shots!,1991,0.83,0.9,88.0,"Harley, a psychologically imbalanced fighter pilot, is entrusted the responsibility of destroying Saddam Hussein's nuclear plants while competing against a rival pilot.",0.6799999999999999,0.83,0.61,Hot Shots!-1991
Road to Perdition,2002,0.87,0.9,336.0,An assassin is on the run after his son witnesses a murder committed by his boss. He is torn between being loyal to his boss and saving his own child.,0.77,0.81,0.72,Road to Perdition-2002
Kill Bill: Vol. 1,2003,0.91,0.9,800.0,"A pregnant assassin, code-named The Bride, goes into a coma for four years after her ex-boss Bill brutally attacks her. When she wakes up, she sets out to seek revenge on him and his associates.",0.8099999999999999,0.85,,Kill Bill: Vol. 1-2003
The Scorpion King,2002,0.79,0.86,134.0,"An assassin, Mathayus, is hired by the leaders of the free tribes to stop Memnon, an evil king, from demolishing their land. The task turns out to be much more dangerous than he had expected.",0.55,0.41,,The Scorpion King-2002
Sweet Home Alabama,2002,0.85,0.8400000000000001,174.0,"Melanie is engaged to the most eligible bachelor in the city. However, secrets from her past continue to haunt her, including Jake, the man she married in high school who refuses to divorce her.",0.62,0.39,,Sweet Home Alabama-2002
Hacksaw Ridge,2016,0.95,0.9800000000000001,3945.0,"The true story of Pfc. Desmond T. Doss (Andrew Garfield), who won the Congressional Medal of Honor despite refusing to bear arms during WWII on religious grounds. Doss was drafted and ostracized by fellow soldiers for his pacifist stance but went on to earn respect and adoration for his bravery, selflessness and compassion after he risked his life -- without firing a shot -- to save 75 men in the Battle of Okinawa.",0.8099999999999999,0.84,0.71,Hacksaw Ridge-2016
Deja Vu,2006,0.87,0.9,275.0,"Doug joins hands with the FBI in order to investigate a ferry explosion. Using a technique that enables him to look into the past, he also tries his best to save a woman he knows.",0.71,0.56,,Deja Vu-2006
The Post,2017,0.83,0.9,425.0,Publisher Katharine and her editor-in-chief Ben put their careers and freedom at risk to uncover a scandalous decades-long secret about the Vietnam War.,0.72,0.88,,The Post-2017
Abominable,2019,0.78,0.9199999999999999,1457.0,"After discovering a yeti, three friends embark on a quest to reunite the creature with his family. However, they must keep him safe from a wealthy man and a zoologist who want to capture him.",0.7,0.82,0.61,Abominable-2019
Dangerous Minds,1995,0.89,0.9199999999999999,175.0,"Marine LouAnne Johnson leaves military life behind and becomes a teacher, but struggles to earn her pupils' respect in the tough inner-city school where she is assigned to a class.",0.65,0.31,,Dangerous Minds-1995
The Dictator,2012,0.86,0.9199999999999999,1129.0,"Aladeen, a brutal dictator, travels to New York in order to address the United Nations Security Council. However, his plans go south when a hitman hired by his uncle, Tamir, kidnaps him.",0.64,0.57,,The Dictator-2012
The League of Extraordinary Gentlemen,2003,0.81,0.8400000000000001,197.0,Famed adventurer Allain Quartermain is recruited by the British Empire for their League of Extraordinary Gentlemen in order to find the evil Fantom before he starts a world war.,0.58,0.17,0.3,The League of Extraordinary Gentlemen-2003
Allegiant,2016,0.79,0.78,533.0,"After the fall of the oppressive faction system, Tris ventures out into the city outside her walled homeland and discovers the existence of an organisation that has been controlling her life.",0.5700000000000001,0.11,,Allegiant-2016
Daredevil,2003,0.62,0.72,295.0,"Matt Murdoch, a blind lawyer, vows to fight crime in New York City and assumes a secret identity of Daredevil. However, his mission attracts the ire of Kingpin, who is determined to kill him.",0.53,0.44,0.42,Daredevil-2003
He's Just Not That Into You,2009,0.84,0.82,227.0,Four men and five women in Baltimore struggle to keep their love lives alive. Each one of them experiences heartbreak and tries to deal with the complexities of relationships.,0.64,0.41,0.47,He's Just Not That Into You-2009
Eagle Eye,2008,0.79,0.8,238.0,Jerry Shaw and Rachel Holloman receive a mysterious call from an unknown woman. The woman controls their every move and asks them to carry out a dangerous mission planned by a terrorist outfit.,0.6599999999999999,0.26,0.43,Eagle Eye-2008
Along Came Polly,2004,0.82,0.82,85.0,"Reuben finds his life taking a different turn when he reconnects and falls in love with his old classmate, Polly. Chaos ensues when his ex-wife, Lisa, returns to reconcile with him.",0.6,0.27,,Along Came Polly-2004
Flushed Away,2006,0.77,0.9,400.0,"Roddy, a rat, lives a luxurious lifestyle in a furnished flat. However, life has other plans for him after he gets flushed from a toilet into the sewers of London, where a new beginning awaits him.",0.6599999999999999,0.73,,Flushed Away-2006
Scary Movie 4,2006,0.86,0.8400000000000001,102.0,"While working as caretaker for an old woman, Cindy meets the ghost of a boy. She also falls in love with the neighbour, Tom. When giant tripods invade the Earth, Cindy leaves to find some answers.",0.51,0.35,,Scary Movie 4-2006
Dante's Peak,1997,0.83,0.82,215.0,Volcanologist Dalton travels to Dante's peak and discovers that a raging volcano is about to erupt. He tries to convince the town's unbelieving populace to be alert.,0.6,0.26,,Dante's Peak-1997
Brokeback Mountain,2005,0.88,0.9199999999999999,1220.0,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,0.77,0.87,,Brokeback Mountain-2005
Patriot Games,1992,0.88,0.8400000000000001,72.0,"Ex-CIA agent Jack Ryan impedes an attack by the IRA in London and ends up slaying one of the terrorists. However, the dead man's brother soon escapes and vows revenge against Jack.",0.6900000000000001,0.73,,Patriot Games-1992
Flubber,1997,0.81,0.82,128.0,"Philip tries his best to create a new source of energy which will save his college from being shut down. In the process, he ends up creating a rubber-like substance, which helps objects jump higher.",,,,Flubber-1997
Baywatch,2017,0.83,0.8400000000000001,827.0,Lifeguard Mitch Buchannon and his team discover a drug racket involving businesswoman Victoria Leeds and decide to unearth the truth and bring the perpetrators to justice.,0.55,0.17,0.37,Baywatch-2017
Double Jeopardy,1999,0.87,0.8400000000000001,265.0,"A woman arrested for her husband's murder is sentenced to six years imprisonment. After her release, she sets out to find her son and the truth about the murder as she suspects foul play.",0.65,0.27,,Double Jeopardy-1999
War Horse,2011,0.92,0.9199999999999999,586.0,"Albert and his horse Joey are inseparable. However, when Joey is sold off to the British cavalry, Albert follows him in the hope of reuniting with his best friend.",0.72,0.74,0.72,War Horse-2011
Paranormal Activity 2,2010,0.84,0.6799999999999999,87.0,Family man Daniel installs security cameras in his new house after a break-in. But what follows over the next few days leads his daughter to conclude that their house may be haunted.,0.5700000000000001,0.58,,Paranormal Activity 2-2010
How to Lose a Guy in 10 Days,2003,0.9,0.8800000000000001,312.0,"Benjamin is challenged by his co-workers to make a woman fall in love with him. On the other hand, Andie has to write an article on how to lose a man in 10 days.",0.64,0.42,0.45,How to Lose a Guy in 10 Days-2003
Alien vs. Predator,2004,0.85,0.8800000000000001,314.0,A team of archaeologists investigate a suspicious spot in Antarctica and discover an alien species. Their life is further endangered when they are caught between and hunted by aliens and predators.,0.5599999999999999,0.2,0.29,Alien vs. Predator-2004
Hero,2002,0.83,0.9199999999999999,167.0,"A policeman decides to narrate his heroics of killing three assassins called Long Sky, Flying Snow and Broken Sword, to Qin, the King of China.",0.79,0.94,,Hero-2002
The 40-Year-Old Virgin,2005,0.88,0.8800000000000001,254.0,"Andy, a forty-year-old virgin, works at an electronics store and is happy with his life. When his co-workers learn about his celibacy, they decide to help him lose his virginity.",0.71,0.85,,The 40-Year-Old Virgin-2005
